"","unique_genes","Entrez","Ensembl","Symbols"
"291582",0.899506675927167,"291582","ENSRNOG00000058193","Slc27a6"
"685357",0.897747454217459,"685357","ENSRNOG00000012215","Baiap2l2"
"54225",0.894953109510276,"54225","ENSRNOG00000005542","Apob"
"120095278",0.894725816238504,"120095278","ENSRNOG00000045669","Ankrd40cl"
"361466",0.894472328217929,"361466","ENSRNOG00000028261","Tppp"
"308511",0.892681703169692,"308511","ENSRNOG00000070506","Chst8"
"103689947",0.892596300417717,"103689947","ENSRNOG00000047158","Selenbp1"
"678772",0.891005873371131,"678772","ENSRNOG00000047453","Casd1"
"102555659",0.889810886203513,"102555659","ENSRNOG00000055939","Zcchc18"
"100363111",0.889769927272029,"100363111","ENSRNOG00000020832","C2cd4d"
"79217",0.888973205097387,"79217","ENSRNOG00000008847","Gja3"
"120095908",0.886312359731309,"120095908","ENSRNOG00000068186","Muc3l1"
"64455",0.885048676406277,"64455","ENSRNOG00000003348","Rasd1"
"171148",0.883738986709983,"171148","ENSRNOG00000031662","Slc6a5"
"291164",0.883111424434275,"291164","ENSRNOG00000051823","Zkscan4"
"474348",0.881937567543058,"474348","ENSRNOG00000025848","Sspo"
"500065",0.881880775196425,"500065","ENSRNOG00000007900","Tspan33"
"117043",0.880503480579627,"117043","ENSRNOG00000062421","RragB"
"499486",0.876827201053291,"499486","ENSRNOG00000026944","Gpr150"
"24655",0.876203584475014,"24655","ENSRNOG00000032238","Plcd1"
"360722",0.875265690288596,"360722","ENSRNOG00000032327","Pdia5"
"58962",0.868745320662551,"58962","ENSRNOG00000006583","Hpgds"
"500865",0.865663345783813,"500865","ENSRNOG00000004200","Sybu"
"114097",0.863509530119212,"114097","ENSRNOG00000003244","Ltc4s"
"685128",0.863494103414671,"685128","ENSRNOG00000037782","Gkn3"
"685732",0.862957347103103,"685732","ENSRNOG00000048917","Hoxa6"
"314330",0.86264711095542,"314330","ENSRNOG00000011111","Cipc"
"292381",0.861177555219384,"292381","ENSRNOG00000012988","Lix1"
"29266",0.860511309295802,"29266","ENSRNOG00000020625","Mcpt2"
"24448",0.859657531228791,"24448","ENSRNOG00000007420","Hrh1"
"114495",0.857086682316297,"114495","ENSRNOG00000004437","Map2k6"
"294014",0.85507445044587,"294014","ENSRNOG00000020113","Cnnm2"
"29319",0.854188198051861,"29319","ENSRNOG00000021001","Cblif"
"100192205",0.853258914188433,"100192205","ENSRNOG00000059055","Hsbp1l1"
"363466",0.852798280782013,"363466","ENSRNOG00000061508","Reps2"
"360896",0.852051756245699,"360896","ENSRNOG00000002593","Esrrg"
"100910144",0.851286617833255,"100910144","ENSRNOG00000013808","Ces2"
"81677",0.848816373396277,"81677","ENSRNOG00000005284","Itpka"
"29195",0.848386055795424,"29195","ENSRNOG00000003304","Chad"
"315500",0.847801702046477,"315500","ENSRNOG00000006931","Eepd1"
"266680",0.84772593812323,"266680","ENSRNOG00000006200","St18"
"114115",0.847590647367962,"114115","ENSRNOG00000037456","P2rx2"
"29197",0.847328910742274,"29197","ENSRNOG00000009848","Il18"
